SURVEY_YEAR,NAME,MEASURE_NAME,COL_START_DATE,COL_END_DATE,RATE,TOTAL,MEASURE_DESCRIPTION,time,CYCLE,state
2024,Ohio,DISPLACEDTIME,"April 2, 2024","April 29, 2024",52.2,3915,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,04,39
2024,Ohio,EMOTIONAL,"April 2, 2024","April 29, 2024",83.4,6654878,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,04,39
2024,Ohio,ENERGYBILL,"April 2, 2024","April 29, 2024",25.3,1927185,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,04,39
2024,Ohio,EVICTFOR,"April 2, 2024","April 29, 2024",55.8,155938,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,04,39
2024,Ohio,EXPENSE,"April 2, 2024","April 29, 2024",34.8,2693027,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,04,39
2024,Ohio,FOODFORCHLD1,"April 2, 2024","April 29, 2024",29.9,736696,Adults in households where children currently receive food assistance,2024,04,39
2024,Ohio,FOODSCARCE,"April 2, 2024","April 29, 2024",10.6,822159,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,04,39
2024,Ohio,GASIMPACT,"April 2, 2024","April 29, 2024",54.0,4064583,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,04,39
2024,Ohio,LONELY,"April 2, 2024","April 29, 2024",42.8,3417699,"Adults who reported feeling lonely sometimes, usually, or always.",2024,04,39
2024,Ohio,LONGCOVID_1,"April 2, 2024","April 29, 2024",30.6,1288453,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,04,39
2024,Ohio,PRICEINCR,"April 2, 2024","April 29, 2024",86.5,6697239,Adults who think prices have increased in the area where they live and shop in the last two months,2024,04,39
2024,Ohio,PRICEWORRY,"April 2, 2024","April 29, 2024",78.9,6104963,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,04,39
2024,Oklahoma,DISPLACED,"April 2, 2024","April 29, 2024",1.5,40024,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,04,40
2024,Oklahoma,DISPLACEDTIME,"April 2, 2024","April 29, 2024",28.5,10811,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,04,40
2024,Oklahoma,EMOTIONAL,"April 2, 2024","April 29, 2024",78.5,2136369,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,04,40
2024,Oklahoma,ENERGYBILL,"April 2, 2024","April 29, 2024",27.7,693481,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,04,40
2024,Oklahoma,EVICTFOR,"April 2, 2024","April 29, 2024",43.9,47636,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,04,40
2024,Oklahoma,EXPENSE,"April 2, 2024","April 29, 2024",42.0,1105987,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,04,40
2024,Oklahoma,FOODFORCHLD1,"April 2, 2024","April 29, 2024",41.2,391355,Adults in households where children currently receive food assistance,2024,04,40
2024,Oklahoma,FOODSCARCE,"April 2, 2024","April 29, 2024",12.0,312310,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,04,40
2024,Oklahoma,GASIMPACT,"April 2, 2024","April 29, 2024",61.9,1523625,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,04,40
2024,Oklahoma,LONELY,"April 2, 2024","April 29, 2024",45.4,1238770,"Adults who reported feeling lonely sometimes, usually, or always.",2024,04,40
2024,Oklahoma,LONGCOVID_1,"April 2, 2024","April 29, 2024",35.6,476558,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,04,40
2024,Oklahoma,PRICEINCR,"April 2, 2024","April 29, 2024",90.3,2415791,Adults who think prices have increased in the area where they live and shop in the last two months,2024,04,40
2024,Oklahoma,PRICEWORRY,"April 2, 2024","April 29, 2024",85.1,2245480,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,04,40
2024,Oregon,DISPLACED,"April 2, 2024","April 29, 2024",2.3,67467,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,04,41
2024,Oregon,DISPLACEDTIME,"April 2, 2024","April 29, 2024",12.8,8611,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,04,41
2024,Oregon,EMOTIONAL,"April 2, 2024","April 29, 2024",83.5,2505611,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,04,41
2024,Oregon,ENERGYBILL,"April 2, 2024","April 29, 2024",19.4,550006,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,04,41
2024,Oregon,EVICTFOR,"April 2, 2024","April 29, 2024",21.5,17887,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,04,41
2024,Oregon,EXPENSE,"April 2, 2024","April 29, 2024",30.5,896289,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,04,41
2024,Oregon,FOODFORCHLD1,"April 2, 2024","April 29, 2024",46.2,420652,Adults in households where children currently receive food assistance,2024,04,41
2024,Oregon,FOODSCARCE,"April 2, 2024","April 29, 2024",7.8,227640,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,04,41
2024,Oregon,GASIMPACT,"April 2, 2024","April 29, 2024",55.8,1563860,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,04,41
2024,Oregon,LONELY,"April 2, 2024","April 29, 2024",42.7,1278147,"Adults who reported feeling lonely sometimes, usually, or always.",2024,04,41
2024,Oregon,LONGCOVID_1,"April 2, 2024","April 29, 2024",30.6,488185,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,04,41
2024,Oregon,PRICEINCR,"April 2, 2024","April 29, 2024",86.2,2545988,Adults who think prices have increased in the area where they live and shop in the last two months,2024,04,41
2024,Oregon,PRICEWORRY,"April 2, 2024","April 29, 2024",76.9,2257741,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,04,41
2024,Pennsylvania,DISPLACED,"April 2, 2024","April 29, 2024",0.5,42998,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,04,42
2024,Pennsylvania,DISPLACEDTIME,"April 2, 2024","April 29, 2024",32.1,13803,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,04,42
2024,Pennsylvania,EMOTIONAL,"April 2, 2024","April 29, 2024",81.5,7042643,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,04,42
2024,Pennsylvania,ENERGYBILL,"April 2, 2024","April 29, 2024",26.3,2141903,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,04,42
2024,Pennsylvania,EVICTFOR,"April 2, 2024","April 29, 2024",20.0,75885,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,04,42
2024,Pennsylvania,EXPENSE,"April 2, 2024","April 29, 2024",32.7,2759207,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,04,42
2024,Pennsylvania,FOODFORCHLD1,"April 2, 2024","April 29, 2024",43.7,1136566,Adults in households where children currently receive food assistance,2024,04,42
2024,Pennsylvania,FOODSCARCE,"April 2, 2024","April 29, 2024",9.2,775016,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,04,42
2024,Pennsylvania,GASIMPACT,"April 2, 2024","April 29, 2024",51.2,4138690,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,04,42
2024,Pennsylvania,LONELY,"April 2, 2024","April 29, 2024",39.2,3397065,"Adults who reported feeling lonely sometimes, usually, or always.",2024,04,42
2024,Pennsylvania,LONGCOVID_1,"April 2, 2024","April 29, 2024",32.5,1535413,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,04,42
2024,Pennsylvania,PRICEINCR,"April 2, 2024","April 29, 2024",84.5,7205525,Adults who think prices have increased in the area where they live and shop in the last two months,2024,04,42
2024,Pennsylvania,PRICEWORRY,"April 2, 2024","April 29, 2024",79.9,6743348,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,04,42
2024,Rhode Island,DISPLACED,"April 2, 2024","April 29, 2024",0.8,5664,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,04,44
2024,Rhode Island,DISPLACEDTIME,"April 2, 2024","April 29, 2024",100.0,5664,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,04,44
2024,Rhode Island,EMOTIONAL,"April 2, 2024","April 29, 2024",82.2,622463,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,04,44
2024,Rhode Island,ENERGYBILL,"April 2, 2024","April 29, 2024",23.4,167077,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,04,44
2024,Rhode Island,EVICTFOR,"April 2, 2024","April 29, 2024",23.7,7621,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,04,44
2024,Rhode Island,EXPENSE,"April 2, 2024","April 29, 2024",35.6,262625,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,04,44
2024,Rhode Island,FOODFORCHLD1,"April 2, 2024","April 29, 2024",26.1,56490,Adults in households where children currently receive food assistance,2024,04,44
2024,Rhode Island,FOODSCARCE,"April 2, 2024","April 29, 2024",9.1,66765,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,04,44
2024,Rhode Island,GASIMPACT,"April 2, 2024","April 29, 2024",50.4,356319,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,04,44
2024,Rhode Island,LONELY,"April 2, 2024","April 29, 2024",42.9,325297,"Adults who reported feeling lonely sometimes, usually, or always.",2024,04,44
2024,Rhode Island,LONGCOVID_1,"April 2, 2024","April 29, 2024",25.3,120709,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,04,44
2024,Rhode Island,PRICEINCR,"April 2, 2024","April 29, 2024",85.0,633607,Adults who think prices have increased in the area where they live and shop in the last two months,2024,04,44
2024,Rhode Island,PRICEWORRY,"April 2, 2024","April 29, 2024",74.3,551779,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,04,44
2024,South Carolina,DISPLACED,"April 2, 2024","April 29, 2024",0.7,26446,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,04,45
2024,South Carolina,DISPLACEDTIME,"April 2, 2024","April 29, 2024",,,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,04,45
2024,South Carolina,EMOTIONAL,"April 2, 2024","April 29, 2024",82.5,3079267,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,04,45
2024,South Carolina,ENERGYBILL,"April 2, 2024","April 29, 2024",23.5,817570,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,04,45
2024,South Carolina,EVICTFOR,"April 2, 2024","April 29, 2024",43.3,106249,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,04,45
2024,South Carolina,EXPENSE,"April 2, 2024","April 29, 2024",36.5,1337360,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,04,45
2024,South Carolina,FOODFORCHLD1,"April 2, 2024","April 29, 2024",45.3,584052,Adults in households where children currently receive food assistance,2024,04,45
2024,South Carolina,FOODSCARCE,"April 2, 2024","April 29, 2024",9.2,335828,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,04,45
2024,South Carolina,GASIMPACT,"April 2, 2024","April 29, 2024",55.1,1897409,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,04,45
2024,South Carolina,LONELY,"April 2, 2024","April 29, 2024",40.2,1503401,"Adults who reported feeling lonely sometimes, usually, or always.",2024,04,45
2024,South Carolina,LONGCOVID_1,"April 2, 2024","April 29, 2024",34.0,672497,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,04,45
2024,South Carolina,PRICEINCR,"April 2, 2024","April 29, 2024",88.4,3240574,Adults who think prices have increased in the area where they live and shop in the last two months,2024,04,45
2024,South Carolina,PRICEWORRY,"April 2, 2024","April 29, 2024",82.0,3009469,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,04,45
2024,South Dakota,DISPLACED,"April 2, 2024","April 29, 2024",0.4,2108,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,04,46
2024,South Dakota,DISPLACEDTIME,"April 2, 2024","April 29, 2024",,,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,04,46
2024,South Dakota,EMOTIONAL,"April 2, 2024","April 29, 2024",82.9,509615,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,04,46
2024,South Dakota,ENERGYBILL,"April 2, 2024","April 29, 2024",18.9,110107,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,04,46
2024,South Dakota,EVICTFOR,"April 2, 2024","April 29, 2024",50.0,19725,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,04,46
2024,South Dakota,EXPENSE,"April 2, 2024","April 29, 2024",32.3,195490,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,04,46
2024,South Dakota,FOODFORCHLD1,"April 2, 2024","April 29, 2024",22.0,47877,Adults in households where children currently receive food assistance,2024,04,46
2024,South Dakota,FOODSCARCE,"April 2, 2024","April 29, 2024",8.3,49696,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,04,46
2024,South Dakota,GASIMPACT,"April 2, 2024","April 29, 2024",50.7,295790,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,04,46
2024,South Dakota,LONELY,"April 2, 2024","April 29, 2024",40.2,247816,"Adults who reported feeling lonely sometimes, usually, or always.",2024,04,46
2024,South Dakota,LONGCOVID_1,"April 2, 2024","April 29, 2024",33.0,111894,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,04,46
2024,South Dakota,PRICEINCR,"April 2, 2024","April 29, 2024",83.7,505175,Adults who think prices have increased in the area where they live and shop in the last two months,2024,04,46
2024,South Dakota,PRICEWORRY,"April 2, 2024","April 29, 2024",79.6,478464,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,04,46
2024,Tennessee,DISPLACED,"April 2, 2024","April 29, 2024",1.2,55015,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,04,47
2024,Tennessee,DISPLACEDTIME,"April 2, 2024","April 29, 2024",80.7,44380,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,04,47
2024,Tennessee,EMOTIONAL,"April 2, 2024","April 29, 2024",81.1,4013334,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,04,47
2024,Tennessee,ENERGYBILL,"April 2, 2024","April 29, 2024",18.3,840414,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,04,47
2024,Tennessee,EVICTFOR,"April 2, 2024","April 29, 2024",26.5,76251,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,04,47
2024,Tennessee,EXPENSE,"April 2, 2024","April 29, 2024",38.7,1863753,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,04,47
2024,Tennessee,FOODFORCHLD1,"April 2, 2024","April 29, 2024",38.7,614116,Adults in households where children currently receive food assistance,2024,04,47
2024,Tennessee,FOODSCARCE,"April 2, 2024","April 29, 2024",14.3,678065,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,04,47
2024,Tennessee,GASIMPACT,"April 2, 2024","April 29, 2024",57.9,2641891,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,04,47
2024,Tennessee,LONELY,"April 2, 2024","April 29, 2024",45.7,2256728,"Adults who reported feeling lonely sometimes, usually, or always.",2024,04,47
2024,Tennessee,LONGCOVID_1,"April 2, 2024","April 29, 2024",37.2,968508,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,04,47
2024,Tennessee,PRICEINCR,"April 2, 2024","April 29, 2024",86.4,4200553,Adults who think prices have increased in the area where they live and shop in the last two months,2024,04,47
2024,Tennessee,PRICEWORRY,"April 2, 2024","April 29, 2024",83.9,4040997,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,04,47
2024,Texas,DISPLACED,"April 2, 2024","April 29, 2024",1.3,241011,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,04,48
2024,Texas,DISPLACEDTIME,"April 2, 2024","April 29, 2024",24.3,40918,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,04,48
2024,Texas,EMOTIONAL,"April 2, 2024","April 29, 2024",77.1,15525983,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,04,48
2024,Texas,ENERGYBILL,"April 2, 2024","April 29, 2024",26.1,4844836,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,04,48
2024,Texas,EVICTFOR,"April 2, 2024","April 29, 2024",34.5,370123,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,04,48
2024,Texas,EXPENSE,"April 2, 2024","April 29, 2024",41.9,8208346,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,04,48
2024,Texas,FOODFORCHLD1,"April 2, 2024","April 29, 2024",41.3,3185605,Adults in households where children currently receive food assistance,2024,04,48
2024,Texas,FOODSCARCE,"April 2, 2024","April 29, 2024",15.2,2962384,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,04,48
2024,Texas,GASIMPACT,"April 2, 2024","April 29, 2024",56.8,10383526,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,04,48
2024,Texas,LONELY,"April 2, 2024","April 29, 2024",42.9,8558679,"Adults who reported feeling lonely sometimes, usually, or always.",2024,04,48
2024,Texas,LONGCOVID_1,"April 2, 2024","April 29, 2024",34.4,3506523,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,04,48
2024,Texas,PRICEINCR,"April 2, 2024","April 29, 2024",87.4,17290421,Adults who think prices have increased in the area where they live and shop in the last two months,2024,04,48
2024,Texas,PRICEWORRY,"April 2, 2024","April 29, 2024",83.4,16482958,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,04,48
2024,Utah,DISPLACED,"April 2, 2024","April 29, 2024",0.1,1668,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,04,49
2024,Utah,DISPLACEDTIME,"April 2, 2024","April 29, 2024",33.9,484,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,04,49
2024,Utah,EMOTIONAL,"April 2, 2024","April 29, 2024",82.9,1899379,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,04,49
2024,Utah,ENERGYBILL,"April 2, 2024","April 29, 2024",17.0,371323,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,04,49
2024,Utah,EVICTFOR,"April 2, 2024","April 29, 2024",14.0,11700,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,04,49
2024,Utah,EXPENSE,"April 2, 2024","April 29, 2024",36.3,826906,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,04,49
2024,Utah,FOODFORCHLD1,"April 2, 2024","April 29, 2024",19.8,191234,Adults in households where children currently receive food assistance,2024,04,49
2024,Utah,FOODSCARCE,"April 2, 2024","April 29, 2024",8.2,185216,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,04,49
2024,Utah,GASIMPACT,"April 2, 2024","April 29, 2024",60.3,1316530,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,04,49
2024,Utah,LONELY,"April 2, 2024","April 29, 2024",43.3,992387,"Adults who reported feeling lonely sometimes, usually, or always.",2024,04,49
2024,Utah,LONGCOVID_1,"April 2, 2024","April 29, 2024",31.5,401356,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,04,49
2024,Utah,PRICEINCR,"April 2, 2024","April 29, 2024",85.4,1949521,Adults who think prices have increased in the area where they live and shop in the last two months,2024,04,49
2024,Utah,PRICEWORRY,"April 2, 2024","April 29, 2024",84.8,1913593,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,04,49
2024,Vermont,DISPLACED,"April 2, 2024","April 29, 2024",0.9,4368,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,04,50
2024,Vermont,DISPLACEDTIME,"April 2, 2024","April 29, 2024",23.0,1006,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,04,50
2024,Vermont,EMOTIONAL,"April 2, 2024","April 29, 2024",87.7,417794,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,04,50
2024,Vermont,ENERGYBILL,"April 2, 2024","April 29, 2024",21.6,98974,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,04,50
2024,Vermont,EVICTFOR,"April 2, 2024","April 29, 2024",43.4,5197,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,04,50
2024,Vermont,EXPENSE,"April 2, 2024","April 29, 2024",29.3,137449,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,04,50
2024,Vermont,FOODFORCHLD1,"April 2, 2024","April 29, 2024",61.2,91533,Adults in households where children currently receive food assistance,2024,04,50
2024,Vermont,FOODSCARCE,"April 2, 2024","April 29, 2024",10.1,46641,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,04,50
2024,Vermont,GASIMPACT,"April 2, 2024","April 29, 2024",43.4,195096,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,04,50
2024,Vermont,LONELY,"April 2, 2024","April 29, 2024",37.7,179602,"Adults who reported feeling lonely sometimes, usually, or always.",2024,04,50
2024,Vermont,LONGCOVID_1,"April 2, 2024","April 29, 2024",30.1,88337,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,04,50
2024,Vermont,PRICEINCR,"April 2, 2024","April 29, 2024",76.8,359576,Adults who think prices have increased in the area where they live and shop in the last two months,2024,04,50
2024,Vermont,PRICEWORRY,"April 2, 2024","April 29, 2024",70.6,332540,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,04,50
2024,Virginia,DISPLACED,"April 2, 2024","April 29, 2024",0.7,41022,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,04,51
2024,Virginia,DISPLACEDTIME,"April 2, 2024","April 29, 2024",29.0,11877,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,04,51
2024,Virginia,EMOTIONAL,"April 2, 2024","April 29, 2024",81.7,4831269,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,04,51
2024,Virginia,ENERGYBILL,"April 2, 2024","April 29, 2024",19.6,1093640,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,04,51
2024,Virginia,EVICTFOR,"April 2, 2024","April 29, 2024",22.0,60555,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,04,51
2024,Virginia,EXPENSE,"April 2, 2024","April 29, 2024",28.8,1661673,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,04,51
2024,Virginia,FOODFORCHLD1,"April 2, 2024","April 29, 2024",39.4,751499,Adults in households where children currently receive food assistance,2024,04,51
2024,Virginia,FOODSCARCE,"April 2, 2024","April 29, 2024",9.8,562295,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,04,51
2024,Virginia,GASIMPACT,"April 2, 2024","April 29, 2024",51.2,2804910,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,04,51
2024,Virginia,LONELY,"April 2, 2024","April 29, 2024",41.6,2469753,"Adults who reported feeling lonely sometimes, usually, or always.",2024,04,51
2024,Virginia,LONGCOVID_1,"April 2, 2024","April 29, 2024",26.9,851957,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,04,51
2024,Virginia,PRICEINCR,"April 2, 2024","April 29, 2024",87.3,5064570,Adults who think prices have increased in the area where they live and shop in the last two months,2024,04,51
2024,Virginia,PRICEWORRY,"April 2, 2024","April 29, 2024",77.1,4465342,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,04,51
2024,Washington,DISPLACED,"April 2, 2024","April 29, 2024",0.7,37164,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,04,53
2024,Washington,DISPLACEDTIME,"April 2, 2024","April 29, 2024",41.7,14920,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,04,53
2024,Washington,EMOTIONAL,"April 2, 2024","April 29, 2024",80.7,4506504,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,04,53
2024,Washington,ENERGYBILL,"April 2, 2024","April 29, 2024",18.4,980185,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,04,53
2024,Washington,EVICTFOR,"April 2, 2024","April 29, 2024",18.3,47671,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,04,53
2024,Washington,EXPENSE,"April 2, 2024","April 29, 2024",35.4,1948005,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,04,53
2024,Washington,FOODFORCHLD1,"April 2, 2024","April 29, 2024",39.0,657410,Adults in households where children currently receive food assistance,2024,04,53
2024,Washington,FOODSCARCE,"April 2, 2024","April 29, 2024",10.2,556016,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,04,53
2024,Washington,GASIMPACT,"April 2, 2024","April 29, 2024",57.9,3046998,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,04,53
2024,Washington,LONELY,"April 2, 2024","April 29, 2024",44.4,2479561,"Adults who reported feeling lonely sometimes, usually, or always.",2024,04,53
2024,Washington,LONGCOVID_1,"April 2, 2024","April 29, 2024",30.2,935966,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,04,53
2024,Washington,PRICEINCR,"April 2, 2024","April 29, 2024",79.6,4401148,Adults who think prices have increased in the area where they live and shop in the last two months,2024,04,53
2024,Washington,PRICEWORRY,"April 2, 2024","April 29, 2024",75.1,4142538,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,04,53
2024,West Virginia,DISPLACED,"April 2, 2024","April 29, 2024",1.7,20053,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,04,54
2024,West Virginia,DISPLACEDTIME,"April 2, 2024","April 29, 2024",2.9,550,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,04,54
2024,West Virginia,EMOTIONAL,"April 2, 2024","April 29, 2024",76.9,922818,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,04,54
2024,West Virginia,ENERGYBILL,"April 2, 2024","April 29, 2024",30.0,334944,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,04,54
2024,West Virginia,EVICTFOR,"April 2, 2024","April 29, 2024",20.3,7342,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,04,54
2024,West Virginia,EXPENSE,"April 2, 2024","April 29, 2024",42.0,491622,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,04,54
2024,West Virginia,FOODFORCHLD1,"April 2, 2024","April 29, 2024",54.1,219198,Adults in households where children currently receive food assistance,2024,04,54
2024,West Virginia,FOODSCARCE,"April 2, 2024","April 29, 2024",12.9,150261,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,04,54
2024,West Virginia,GASIMPACT,"April 2, 2024","April 29, 2024",61.5,677798,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,04,54
2024,West Virginia,LONELY,"April 2, 2024","April 29, 2024",44.8,537439,"Adults who reported feeling lonely sometimes, usually, or always.",2024,04,54
2024,West Virginia,LONGCOVID_1,"April 2, 2024","April 29, 2024",40.1,248428,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,04,54
2024,West Virginia,PRICEINCR,"April 2, 2024","April 29, 2024",87.7,1031356,Adults who think prices have increased in the area where they live and shop in the last two months,2024,04,54
