data_type_code,time_slot_id,seasonally_adj,category_code,cell_value,error_data,time,us,series_name,plot_groupings
OCCUSE,0,no,ESTIMATE,1920,no,2006-Q4,1,Held Off the Market and for Occasional Use,Vacant Inventory
OFFMAR,0,no,ESTIMATE,5896,no,2006-Q1,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OFFMAR,0,no,ESTIMATE,5845,no,2006-Q2,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OFFMAR,0,no,ESTIMATE,5768,no,2006-Q3,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OFFMAR,0,no,ESTIMATE,5844,no,2006-Q4,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,2700,no,2006-Q1,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,2756,no,2006-Q2,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,2761,no,2006-Q3,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,2775,no,2006-Q4,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OWNOCC,0,no,ESTIMATE,75593,no,2006-Q1,1,Owner Occupied Units,Occupied Inventory
OWNOCC,0,no,ESTIMATE,75972,no,2006-Q2,1,Owner Occupied Units,Occupied Inventory
OWNOCC,0,no,ESTIMATE,76420,no,2006-Q3,1,Owner Occupied Units,Occupied Inventory
OWNOCC,0,no,ESTIMATE,76544,no,2006-Q4,1,Owner Occupied Units,Occupied Inventory
RENT,0,no,ESTIMATE,3718,no,2006-Q1,1,Vacant Housing Units For Rent,Vacant Inventory
RENT,0,no,ESTIMATE,3710,no,2006-Q2,1,Vacant Housing Units For Rent,Vacant Inventory
RENT,0,no,ESTIMATE,3844,no,2006-Q3,1,Vacant Housing Units For Rent,Vacant Inventory
RENT,0,no,ESTIMATE,3817,no,2006-Q4,1,Vacant Housing Units For Rent,Vacant Inventory
RNTOCC,0,no,ESTIMATE,34757,no,2006-Q1,1,Renter Occupied Units,Occupied Inventory
RNTOCC,0,no,ESTIMATE,34588,no,2006-Q2,1,Renter Occupied Units,Occupied Inventory
RNTOCC,0,no,ESTIMATE,34359,no,2006-Q3,1,Renter Occupied Units,Occupied Inventory
RNTOCC,0,no,ESTIMATE,34552,no,2006-Q4,1,Renter Occupied Units,Occupied Inventory
RNTSLD,0,no,ESTIMATE,1081,no,2006-Q1,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
RNTSLD,0,no,ESTIMATE,1198,no,2006-Q2,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
RNTSLD,0,no,ESTIMATE,1172,no,2006-Q3,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
RNTSLD,0,no,ESTIMATE,1025,no,2006-Q4,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
SALE,0,no,ESTIMATE,1593,no,2006-Q1,1,Vacant Housing Units For Sale,Vacant Inventory
SALE,0,no,ESTIMATE,1954,no,2006-Q3,1,Vacant Housing Units For Sale,Vacant Inventory
SALE,0,no,ESTIMATE,2121,no,2006-Q4,1,Vacant Housing Units For Sale,Vacant Inventory
SEASON,0,no,ESTIMATE,3946,no,2006-Q1,1,Seasonal Vacant Housing Units,Vacant Inventory
SEASON,0,no,ESTIMATE,4015,no,2006-Q2,1,Seasonal Vacant Housing Units,Vacant Inventory
SEASON,0,no,ESTIMATE,4031,no,2006-Q3,1,Seasonal Vacant Housing Units,Vacant Inventory
TOTAL,0,no,ESTIMATE,126584,no,2006-Q1,1,Total Housing Units,Total Housing Units
TOTAL,0,no,ESTIMATE,127072,no,2006-Q2,1,Total Housing Units,Total Housing Units
TOTAL,0,no,ESTIMATE,127548,no,2006-Q3,1,Total Housing Units,Total Housing Units
TOTAL,0,no,ESTIMATE,127991,no,2006-Q4,1,Total Housing Units,Total Housing Units
URE,0,no,ESTIMATE,1340,no,2006-Q1,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
URE,0,no,ESTIMATE,1217,no,2006-Q2,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
URE,0,no,ESTIMATE,1134,no,2006-Q3,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
URE,0,no,ESTIMATE,1149,no,2006-Q4,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
VACANT,0,no,ESTIMATE,16234,no,2006-Q1,1,Total Vacant Housing Units,Total Housing Units
VACANT,0,no,ESTIMATE,16513,no,2006-Q2,1,Total Vacant Housing Units,Total Housing Units
VACANT,0,no,ESTIMATE,16769,no,2006-Q3,1,Total Vacant Housing Units,Total Housing Units
VACANT,0,no,ESTIMATE,16894,no,2006-Q4,1,Total Vacant Housing Units,Total Housing Units
YRVAC,0,no,ESTIMATE,12288,no,2006-Q1,1,Year-Round Vacant Housing Units,Vacant Inventory
YRVAC,0,no,ESTIMATE,12498,no,2006-Q2,1,Year-Round Vacant Housing Units,Vacant Inventory
YRVAC,0,no,ESTIMATE,12738,no,2006-Q3,1,Year-Round Vacant Housing Units,Vacant Inventory
YRVAC,0,no,ESTIMATE,12806,no,2006-Q4,1,Year-Round Vacant Housing Units,Vacant Inventory
HOR,0,no,RATE,68.7,no,2006-Q2,1,Homeownership Rate,Rates
HOR,0,no,RATE,69.0,no,2006-Q3,1,Homeownership Rate,Rates
HOR,0,no,RATE,68.9,no,2006-Q4,1,Homeownership Rate,Rates
E_HOR,0,no,RATE,0.5,yes,2006-Q1,1,Error Homeownership Rate,Error
E_HOR,0,no,RATE,0.5,yes,2006-Q3,1,Error Homeownership Rate,Error
E_HOR,0,no,RATE,0.5,yes,2006-Q4,1,Error Homeownership Rate,Error
HVR,0,no,RATE,2.1,no,2006-Q1,1,Homeowner Vacancy Rate,Rates
HVR,0,no,RATE,2.5,no,2006-Q3,1,Homeowner Vacancy Rate,Rates
HVR,0,no,RATE,2.7,no,2006-Q4,1,Homeowner Vacancy Rate,Rates
E_HVR,0,no,RATE,0.1,yes,2006-Q1,1,Error Homeowner Vacancy Rate,Error
E_HVR,0,no,RATE,0.1,yes,2006-Q2,1,Error Homeowner Vacancy Rate,Error
E_HVR,0,no,RATE,0.1,yes,2006-Q4,1,Error Homeowner Vacancy Rate,Error
RVR,0,no,RATE,9.5,no,2006-Q1,1,Rental Vacancy Rate,Rates
RVR,0,no,RATE,9.6,no,2006-Q2,1,Rental Vacancy Rate,Rates
RVR,0,no,RATE,9.9,no,2006-Q3,1,Rental Vacancy Rate,Rates
RVR,0,no,RATE,9.8,no,2006-Q4,1,Rental Vacancy Rate,Rates
E_RVR,0,no,RATE,0.4,yes,2006-Q1,1,Error Rental Vacancy Rate,Error
E_RVR,0,no,RATE,0.4,yes,2006-Q2,1,Error Rental Vacancy Rate,Error
E_RVR,0,no,RATE,0.4,yes,2006-Q3,1,Error Rental Vacancy Rate,Error
E_RVR,0,no,RATE,0.4,yes,2006-Q4,1,Error Rental Vacancy Rate,Error
SAHOR,0,yes,RATE,68.6,no,2006-Q1,1,Seasonal Adjusted Home Owner Rate,Rates
SAHOR,0,yes,RATE,68.8,no,2006-Q2,1,Seasonal Adjusted Home Owner Rate,Rates
SAHOR,0,yes,RATE,68.9,no,2006-Q3,1,Seasonal Adjusted Home Owner Rate,Rates
SAHOR,0,yes,RATE,68.8,no,2006-Q4,1,Seasonal Adjusted Home Owner Rate,Rates
SEASON,0,no,ESTIMATE,4599,no,2007-Q3,1,Seasonal Vacant Housing Units,Vacant Inventory
HVR,0,no,RATE,2.8,no,2007-Q4,1,Homeowner Vacancy Rate,Rates
OTH,0,no,ESTIMATE,2985,no,2007-Q2,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OWNOCC,0,no,ESTIMATE,75720,no,2007-Q4,1,Owner Occupied Units,Occupied Inventory
RENT,0,no,ESTIMATE,3992,no,2007-Q1,1,Vacant Housing Units For Rent,Vacant Inventory
RENT,0,no,ESTIMATE,3763,no,2007-Q2,1,Vacant Housing Units For Rent,Vacant Inventory
RENT,0,no,ESTIMATE,3898,no,2007-Q3,1,Vacant Housing Units For Rent,Vacant Inventory
RENT,0,no,ESTIMATE,3867,no,2007-Q4,1,Vacant Housing Units For Rent,Vacant Inventory
RNTOCC,0,no,ESTIMATE,35031,no,2007-Q1,1,Renter Occupied Units,Occupied Inventory
RNTOCC,0,no,ESTIMATE,35390,no,2007-Q2,1,Renter Occupied Units,Occupied Inventory
RNTOCC,0,no,ESTIMATE,35436,no,2007-Q3,1,Renter Occupied Units,Occupied Inventory
RNTOCC,0,no,ESTIMATE,36003,no,2007-Q4,1,Renter Occupied Units,Occupied Inventory
RNTSLD,0,no,ESTIMATE,1098,no,2007-Q1,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
RNTSLD,0,no,ESTIMATE,1210,no,2007-Q2,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
RNTSLD,0,no,ESTIMATE,1234,no,2007-Q3,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
RNTSLD,0,no,ESTIMATE,1020,no,2007-Q4,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
SALE,0,no,ESTIMATE,2198,no,2007-Q1,1,Vacant Housing Units For Sale,Vacant Inventory
SALE,0,no,ESTIMATE,2055,no,2007-Q2,1,Vacant Housing Units For Sale,Vacant Inventory
SALE,0,no,ESTIMATE,2093,no,2007-Q3,1,Vacant Housing Units For Sale,Vacant Inventory
SALE,0,no,ESTIMATE,2194,no,2007-Q4,1,Vacant Housing Units For Sale,Vacant Inventory
SEASON,0,no,ESTIMATE,4210,no,2007-Q1,1,Seasonal Vacant Housing Units,Vacant Inventory
SEASON,0,no,ESTIMATE,4371,no,2007-Q2,1,Seasonal Vacant Housing Units,Vacant Inventory
SEASON,0,no,ESTIMATE,4483,no,2007-Q4,1,Seasonal Vacant Housing Units,Vacant Inventory
TOTAL,0,no,ESTIMATE,128439,no,2007-Q1,1,Total Housing Units,Total Housing Units
TOTAL,0,no,ESTIMATE,128888,no,2007-Q2,1,Total Housing Units,Total Housing Units
TOTAL,0,no,ESTIMATE,129300,no,2007-Q3,1,Total Housing Units,Total Housing Units
TOTAL,0,no,ESTIMATE,129634,no,2007-Q4,1,Total Housing Units,Total Housing Units
URE,0,no,ESTIMATE,1263,no,2007-Q1,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
URE,0,no,ESTIMATE,1119,no,2007-Q2,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
URE,0,no,ESTIMATE,1095,no,2007-Q3,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
URE,0,no,ESTIMATE,1119,no,2007-Q4,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
VACANT,0,no,ESTIMATE,17724,no,2007-Q1,1,Total Vacant Housing Units,Total Housing Units
VACANT,0,no,ESTIMATE,17547,no,2007-Q2,1,Total Vacant Housing Units,Total Housing Units
VACANT,0,no,ESTIMATE,18049,no,2007-Q3,1,Total Vacant Housing Units,Total Housing Units
VACANT,0,no,ESTIMATE,17910,no,2007-Q4,1,Total Vacant Housing Units,Total Housing Units
YRVAC,0,no,ESTIMATE,13514,no,2007-Q1,1,Year-Round Vacant Housing Units,Vacant Inventory
YRVAC,0,no,ESTIMATE,13176,no,2007-Q2,1,Year-Round Vacant Housing Units,Vacant Inventory
YRVAC,0,no,ESTIMATE,13450,no,2007-Q3,1,Year-Round Vacant Housing Units,Vacant Inventory
YRVAC,0,no,ESTIMATE,13428,no,2007-Q4,1,Year-Round Vacant Housing Units,Vacant Inventory
HOR,0,no,RATE,68.4,no,2007-Q1,1,Homeownership Rate,Rates
HOR,0,no,RATE,68.2,no,2007-Q2,1,Homeownership Rate,Rates
HOR,0,no,RATE,68.2,no,2007-Q3,1,Homeownership Rate,Rates
HOR,0,no,RATE,67.8,no,2007-Q4,1,Homeownership Rate,Rates
E_HOR,0,no,RATE,0.5,yes,2007-Q1,1,Error Homeownership Rate,Error
E_HOR,0,no,RATE,0.5,yes,2007-Q2,1,Error Homeownership Rate,Error
E_HOR,0,no,RATE,0.5,yes,2007-Q3,1,Error Homeownership Rate,Error
E_HOR,0,no,RATE,0.5,yes,2007-Q4,1,Error Homeownership Rate,Error
HVR,0,no,RATE,2.8,no,2007-Q1,1,Homeowner Vacancy Rate,Rates
HVR,0,no,RATE,2.6,no,2007-Q2,1,Homeowner Vacancy Rate,Rates
HVR,0,no,RATE,2.7,no,2007-Q3,1,Homeowner Vacancy Rate,Rates
E_HVR,0,no,RATE,0.1,yes,2007-Q1,1,Error Homeowner Vacancy Rate,Error
E_HVR,0,no,RATE,0.1,yes,2007-Q2,1,Error Homeowner Vacancy Rate,Error
E_HVR,0,no,RATE,0.1,yes,2007-Q3,1,Error Homeowner Vacancy Rate,Error
E_HVR,0,no,RATE,0.1,yes,2007-Q4,1,Error Homeowner Vacancy Rate,Error
RVR,0,no,RATE,10.1,no,2007-Q1,1,Rental Vacancy Rate,Rates
RVR,0,no,RATE,9.5,no,2007-Q2,1,Rental Vacancy Rate,Rates
RVR,0,no,RATE,9.8,no,2007-Q3,1,Rental Vacancy Rate,Rates
RVR,0,no,RATE,9.6,no,2007-Q4,1,Rental Vacancy Rate,Rates
E_RVR,0,no,RATE,0.4,yes,2007-Q1,1,Error Rental Vacancy Rate,Error
E_RVR,0,no,RATE,0.4,yes,2007-Q2,1,Error Rental Vacancy Rate,Error
E_RVR,0,no,RATE,0.4,yes,2007-Q3,1,Error Rental Vacancy Rate,Error
E_RVR,0,no,RATE,0.4,yes,2007-Q4,1,Error Rental Vacancy Rate,Error
SAHOR,0,yes,RATE,68.5,no,2007-Q1,1,Seasonal Adjusted Home Owner Rate,Rates
SAHOR,0,yes,RATE,68.3,no,2007-Q2,1,Seasonal Adjusted Home Owner Rate,Rates
SAHOR,0,yes,RATE,68.0,no,2007-Q3,1,Seasonal Adjusted Home Owner Rate,Rates
SAHOR,0,yes,RATE,67.8,no,2007-Q4,1,Seasonal Adjusted Home Owner Rate,Rates
OCC,0,no,ESTIMATE,110715,no,2007-Q1,1,Total Occupied housing Units,Total Housing Units
OCC,0,no,ESTIMATE,111342,no,2007-Q2,1,Total Occupied housing Units,Total Housing Units
OCC,0,no,ESTIMATE,111251,no,2007-Q3,1,Total Occupied housing Units,Total Housing Units
OCC,0,no,ESTIMATE,111724,no,2007-Q4,1,Total Occupied housing Units,Total Housing Units
OCCUSE,0,no,ESTIMATE,1997,no,2007-Q1,1,Held Off the Market and for Occasional Use,Vacant Inventory
OCCUSE,0,no,ESTIMATE,2044,no,2007-Q2,1,Held Off the Market and for Occasional Use,Vacant Inventory
OCCUSE,0,no,ESTIMATE,1987,no,2007-Q3,1,Held Off the Market and for Occasional Use,Vacant Inventory
OCCUSE,0,no,ESTIMATE,2023,no,2007-Q4,1,Held Off the Market and for Occasional Use,Vacant Inventory
OFFMAR,0,no,ESTIMATE,6225,no,2007-Q1,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OFFMAR,0,no,ESTIMATE,6148,no,2007-Q2,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OFFMAR,0,no,ESTIMATE,6225,no,2007-Q3,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OFFMAR,0,no,ESTIMATE,6346,no,2007-Q4,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,2966,no,2007-Q1,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,3143,no,2007-Q3,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,3204,no,2007-Q4,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OWNOCC,0,no,ESTIMATE,75683,no,2007-Q1,1,Owner Occupied Units,Occupied Inventory
OWNOCC,0,no,ESTIMATE,75952,no,2007-Q2,1,Owner Occupied Units,Occupied Inventory
OWNOCC,0,no,ESTIMATE,75815,no,2007-Q3,1,Owner Occupied Units,Occupied Inventory
RNTSLD,0,no,ESTIMATE,1057,no,2008-Q1,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
URE,0,no,ESTIMATE,1245,no,2008-Q4,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
YRVAC,0,no,ESTIMATE,13856,no,2008-Q3,1,Year-Round Vacant Housing Units,Vacant Inventory
SAHOR,0,yes,RATE,67.9,no,2008-Q1,1,Seasonal Adjusted Home Owner Rate,Rates
OFFMAR,0,no,ESTIMATE,6563,no,2008-Q2,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,3217,no,2008-Q1,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,3243,no,2008-Q2,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,3368,no,2008-Q3,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,3542,no,2008-Q4,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OWNOCC,0,no,ESTIMATE,75467,no,2008-Q1,1,Owner Occupied Units,Occupied Inventory
OWNOCC,0,no,ESTIMATE,75951,no,2008-Q2,1,Owner Occupied Units,Occupied Inventory
OWNOCC,0,no,ESTIMATE,76019,no,2008-Q3,1,Owner Occupied Units,Occupied Inventory
OWNOCC,0,no,ESTIMATE,75465,no,2008-Q4,1,Owner Occupied Units,Occupied Inventory
RENT,0,no,ESTIMATE,4079,no,2008-Q1,1,Vacant Housing Units For Rent,Vacant Inventory
RENT,0,no,ESTIMATE,4020,no,2008-Q2,1,Vacant Housing Units For Rent,Vacant Inventory
RENT,0,no,ESTIMATE,4018,no,2008-Q3,1,Vacant Housing Units For Rent,Vacant Inventory
RENT,0,no,ESTIMATE,4138,no,2008-Q4,1,Vacant Housing Units For Rent,Vacant Inventory
RNTOCC,0,no,ESTIMATE,35859,no,2008-Q1,1,Renter Occupied Units,Occupied Inventory
RNTOCC,0,no,ESTIMATE,35650,no,2008-Q2,1,Renter Occupied Units,Occupied Inventory
RNTOCC,0,no,ESTIMATE,35920,no,2008-Q3,1,Renter Occupied Units,Occupied Inventory
RNTOCC,0,no,ESTIMATE,36358,no,2008-Q4,1,Renter Occupied Units,Occupied Inventory
RNTSLD,0,no,ESTIMATE,1148,no,2008-Q2,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
RNTSLD,0,no,ESTIMATE,1144,no,2008-Q3,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
RNTSLD,0,no,ESTIMATE,955,no,2008-Q4,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
SALE,0,no,ESTIMATE,2286,no,2008-Q1,1,Vacant Housing Units For Sale,Vacant Inventory
SALE,0,no,ESTIMATE,2175,no,2008-Q2,1,Vacant Housing Units For Sale,Vacant Inventory
SALE,0,no,ESTIMATE,2230,no,2008-Q3,1,Vacant Housing Units For Sale,Vacant Inventory
SALE,0,no,ESTIMATE,2228,no,2008-Q4,1,Vacant Housing Units For Sale,Vacant Inventory
SEASON,0,no,ESTIMATE,4733,no,2008-Q1,1,Seasonal Vacant Housing Units,Vacant Inventory
SEASON,0,no,ESTIMATE,4796,no,2008-Q2,1,Seasonal Vacant Housing Units,Vacant Inventory
SEASON,0,no,ESTIMATE,4795,no,2008-Q3,1,Seasonal Vacant Housing Units,Vacant Inventory
SEASON,0,no,ESTIMATE,4796,no,2008-Q4,1,Seasonal Vacant Housing Units,Vacant Inventory
TOTAL,0,no,ESTIMATE,129968,no,2008-Q1,1,Total Housing Units,Total Housing Units
TOTAL,0,no,ESTIMATE,130303,no,2008-Q2,1,Total Housing Units,Total Housing Units
TOTAL,0,no,ESTIMATE,130590,no,2008-Q3,1,Total Housing Units,Total Housing Units
TOTAL,0,no,ESTIMATE,130797,no,2008-Q4,1,Total Housing Units,Total Housing Units
URE,0,no,ESTIMATE,1210,no,2008-Q1,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
URE,0,no,ESTIMATE,1173,no,2008-Q2,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
URE,0,no,ESTIMATE,1064,no,2008-Q3,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
VACANT,0,no,ESTIMATE,18642,no,2008-Q1,1,Total Vacant Housing Units,Total Housing Units
VACANT,0,no,ESTIMATE,18701,no,2008-Q2,1,Total Vacant Housing Units,Total Housing Units
VACANT,0,no,ESTIMATE,18651,no,2008-Q3,1,Total Vacant Housing Units,Total Housing Units
VACANT,0,no,ESTIMATE,18973,no,2008-Q4,1,Total Vacant Housing Units,Total Housing Units
YRVAC,0,no,ESTIMATE,13909,no,2008-Q1,1,Year-Round Vacant Housing Units,Vacant Inventory
YRVAC,0,no,ESTIMATE,13906,no,2008-Q2,1,Year-Round Vacant Housing Units,Vacant Inventory
YRVAC,0,no,ESTIMATE,14177,no,2008-Q4,1,Year-Round Vacant Housing Units,Vacant Inventory
HOR,0,no,RATE,67.8,no,2008-Q1,1,Homeownership Rate,Rates
HOR,0,no,RATE,68.1,no,2008-Q2,1,Homeownership Rate,Rates
HOR,0,no,RATE,67.9,no,2008-Q3,1,Homeownership Rate,Rates
HOR,0,no,RATE,67.5,no,2008-Q4,1,Homeownership Rate,Rates
E_HOR,0,no,RATE,0.5,yes,2008-Q1,1,Error Homeownership Rate,Error
E_HOR,0,no,RATE,0.5,yes,2008-Q2,1,Error Homeownership Rate,Error
E_HOR,0,no,RATE,0.5,yes,2008-Q3,1,Error Homeownership Rate,Error
E_HOR,0,no,RATE,0.5,yes,2008-Q4,1,Error Homeownership Rate,Error
HVR,0,no,RATE,2.9,no,2008-Q1,1,Homeowner Vacancy Rate,Rates
HVR,0,no,RATE,2.8,no,2008-Q2,1,Homeowner Vacancy Rate,Rates
HVR,0,no,RATE,2.8,no,2008-Q3,1,Homeowner Vacancy Rate,Rates
HVR,0,no,RATE,2.9,no,2008-Q4,1,Homeowner Vacancy Rate,Rates
E_HVR,0,no,RATE,0.1,yes,2008-Q1,1,Error Homeowner Vacancy Rate,Error
E_HVR,0,no,RATE,0.1,yes,2008-Q2,1,Error Homeowner Vacancy Rate,Error
E_HVR,0,no,RATE,0.1,yes,2008-Q3,1,Error Homeowner Vacancy Rate,Error
E_HVR,0,no,RATE,0.1,yes,2008-Q4,1,Error Homeowner Vacancy Rate,Error
RVR,0,no,RATE,10.1,no,2008-Q1,1,Rental Vacancy Rate,Rates
RVR,0,no,RATE,10.0,no,2008-Q2,1,Rental Vacancy Rate,Rates
RVR,0,no,RATE,9.9,no,2008-Q3,1,Rental Vacancy Rate,Rates
RVR,0,no,RATE,10.1,no,2008-Q4,1,Rental Vacancy Rate,Rates
E_RVR,0,no,RATE,0.4,yes,2008-Q1,1,Error Rental Vacancy Rate,Error
E_RVR,0,no,RATE,0.4,yes,2008-Q2,1,Error Rental Vacancy Rate,Error
E_RVR,0,no,RATE,0.4,yes,2008-Q3,1,Error Rental Vacancy Rate,Error
E_RVR,0,no,RATE,0.4,yes,2008-Q4,1,Error Rental Vacancy Rate,Error
SAHOR,0,yes,RATE,68.1,no,2008-Q2,1,Seasonal Adjusted Home Owner Rate,Rates
SAHOR,0,yes,RATE,67.7,no,2008-Q3,1,Seasonal Adjusted Home Owner Rate,Rates
SAHOR,0,yes,RATE,67.5,no,2008-Q4,1,Seasonal Adjusted Home Owner Rate,Rates
OCC,0,no,ESTIMATE,111326,no,2008-Q1,1,Total Occupied housing Units,Total Housing Units
OCC,0,no,ESTIMATE,111601,no,2008-Q2,1,Total Occupied housing Units,Total Housing Units
OCC,0,no,ESTIMATE,111939,no,2008-Q3,1,Total Occupied housing Units,Total Housing Units
OCC,0,no,ESTIMATE,111823,no,2008-Q4,1,Total Occupied housing Units,Total Housing Units
OCCUSE,0,no,ESTIMATE,2060,no,2008-Q1,1,Held Off the Market and for Occasional Use,Vacant Inventory
OCCUSE,0,no,ESTIMATE,2147,no,2008-Q2,1,Held Off the Market and for Occasional Use,Vacant Inventory
OCCUSE,0,no,ESTIMATE,2032,no,2008-Q3,1,Held Off the Market and for Occasional Use,Vacant Inventory
OCCUSE,0,no,ESTIMATE,2070,no,2008-Q4,1,Held Off the Market and for Occasional Use,Vacant Inventory
OFFMAR,0,no,ESTIMATE,6487,no,2008-Q1,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OFFMAR,0,no,ESTIMATE,6464,no,2008-Q3,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OFFMAR,0,no,ESTIMATE,6857,no,2008-Q4,1,Held Off the Market Vacant Housing Units,Vacant Inventory
RNTOCC,0,no,ESTIMATE,36644,no,2009-Q2,1,Renter Occupied Units,Occupied Inventory
OCC,0,no,ESTIMATE,111862,no,2009-Q1,1,Total Occupied housing Units,Total Housing Units
OCCUSE,0,no,ESTIMATE,2071,no,2009-Q3,1,Held Off the Market and for Occasional Use,Vacant Inventory
OFFMAR,0,no,ESTIMATE,6987,no,2009-Q1,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OFFMAR,0,no,ESTIMATE,6712,no,2009-Q2,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OFFMAR,0,no,ESTIMATE,6643,no,2009-Q3,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OFFMAR,0,no,ESTIMATE,6832,no,2009-Q4,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,3559,no,2009-Q1,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,3531,no,2009-Q2,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,3429,no,2009-Q3,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,3520,no,2009-Q4,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OWNOCC,0,no,ESTIMATE,75252,no,2009-Q1,1,Owner Occupied Units,Occupied Inventory
OWNOCC,0,no,ESTIMATE,75809,no,2009-Q2,1,Owner Occupied Units,Occupied Inventory
OWNOCC,0,no,ESTIMATE,75942,no,2009-Q3,1,Owner Occupied Units,Occupied Inventory
OWNOCC,0,no,ESTIMATE,75537,no,2009-Q4,1,Owner Occupied Units,Occupied Inventory
RENT,0,no,ESTIMATE,4170,no,2009-Q1,1,Vacant Housing Units For Rent,Vacant Inventory
RENT,0,no,ESTIMATE,4415,no,2009-Q2,1,Vacant Housing Units For Rent,Vacant Inventory
RENT,0,no,ESTIMATE,4625,no,2009-Q3,1,Vacant Housing Units For Rent,Vacant Inventory
RENT,0,no,ESTIMATE,4505,no,2009-Q4,1,Vacant Housing Units For Rent,Vacant Inventory
RNTOCC,0,no,ESTIMATE,36610,no,2009-Q1,1,Renter Occupied Units,Occupied Inventory
RNTOCC,0,no,ESTIMATE,36439,no,2009-Q3,1,Renter Occupied Units,Occupied Inventory
RNTOCC,0,no,ESTIMATE,36948,no,2009-Q4,1,Renter Occupied Units,Occupied Inventory
